objetID;dateReferentiel;route;longueur;prD;depPrD;concessionPrD;absD;cumulD;zD;prF;depPrF;concessionPrF;absF;cumulF;zF;cote;voie;accrochage;anneeMesureTrafic;typeComptageTrafic;typeComptageTrafic_lib;TMJA;ratio_PL;latitudeD;longitudeD;latitudeF;longitudeF
Sanef_127;01/01/2019;A0344;2200;6;51;C;0;6000;0;8;51;C;200;8200;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;60808.0;9,7;49.24395900475132;4.029969081828153;49.228733648307646;4.048893810029527
CONTINUITE_152;01/01/2019;A0344;1345;8;51;C;200;8200;0;9;51;C;545;9545;0;I;0;ACCROCHE;;;;;;49.228733648307646;4.048893810029527;49.22359062356741;4.065533557055931
TMJ19_783;01/01/2019;A0351;51,1;0;67;N;0;0;0;0;67;N;51,1;51,1;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;90801.0;;48.58413887073519;7.726586066205617;48.584561660152026;7.726362387740547
TMJ19_784;01/01/2019;A0351;365,9;0;67;N;51,1;51,1;0;0;67;N;417;417;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;90801.0;;48.584561660152026;7.726362387740547;48.58598768027149;7.722166177905515
TMJ19_785;01/01/2019;A0351;788,8;0;67;N;417;417;0;1;67;N;206,8;1205,8;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;90801.0;;48.58598768027149;7.722166177905515;48.587533435730386;7.711902405529042
TMJ19_786;01/01/2019;A0351;203,9;1;67;N;206,8;1205,8;0;1;67;N;410,7;1409,7;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;90801.0;;48.587533435730386;7.711902405529042;48.58797403795333;7.709217852709679
TMJ19_787;01/01/2019;A0351;19,3;1;67;N;410,7;1409,7;0;1;67;N;430;1429;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;90801.0;;48.58797403795333;7.709217852709679;48.588012715662934;7.708962575445222
TMJ19_788;01/01/2019;A0351;174;1;67;N;430;1429;0;1;67;N;604;1603;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;55575.0;48;48.588012715662934;7.708962575445222;48.588333688785504;7.706653116977348
TMJ19_789;01/01/2019;A0351;696;1;67;N;604;1603;0;2;67;N;304;2299;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;55575.0;48;48.588333688785504;7.706653116977348;48.58968120994516;7.697362344263188
TMJ19_790;01/01/2019;A0351;194;2;67;N;304;2299;0;2;67;N;498;2493;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;55575.0;48;48.58968120994516;7.697362344263188;48.59007035973646;7.69475134872064
TMJ19_791;01/01/2019;A0351;202;2;67;N;498;2493;0;2;67;N;700;2695;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;55575.0;48;48.59007035973646;7.69475134872064;48.59046806356048;7.692029429644873
TMJ19_792;01/01/2019;A0351;314;2;67;N;700;2695;0;3;67;N;16;3009;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;42349.0;;48.59046806356048;7.692029429644873;48.59108783555426;7.687799211475341
TMJ19_793;01/01/2019;A0351;159;3;67;N;16;3009;0;3;67;N;175;3168;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;42349.0;;48.59108783555426;7.687799211475341;48.59140029761225;7.68565842356889
TMJ19_794;01/01/2019;A0351;574;3;67;N;175;3168;0;3;67;N;749;3742;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;42349.0;;48.59140029761225;7.68565842356889;48.592527263582085;7.677929667698918
TMJ19_795;01/01/2019;A0351;206,9;3;67;N;749;3742;0;3;67;N;955,9;3948,9;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;42349.0;;48.592527263582085;7.677929667698918;48.592932682834586;7.67514355714511
TMJ19_796;01/01/2019;A0351;236,1;3;67;N;955,9;3948,9;0;4;67;N;200;4185;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;42349.0;;48.592932682834586;7.67514355714511;48.593396144461444;7.671997722988406
TMJ19_800;01/01/2019;A0351;1;4;67;N;811;4796;0;4;67;N;812;4797;0;I;0;ACCROCHE;0.0;;;;;48.59516864036438;7.664186361055807;48.59516827343432;7.664172743830465
TMJ19_806;01/01/2019;A0352;150;9;67;N;850;7032;0;9;67;N;1000;7182;0;I;0;ACCROCHE;0.0;;;;;48.520066691388;7.497772337858103;48.519891530003605;7.495776240124336
Aprr_63;01/01/2019;A0391;1187;0;39;C;0;0;0;1;39;C;187;1187;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;7888.0;14,48;46.855393280128794;5.57328965356171;46.847374873269345;5.57691032768773
Aprr_64;01/01/2019;A0391;3670;1;39;C;187;1187;0;4;39;C;857;4857;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;7888.0;14,48;46.847374873269345;5.57691032768773;46.841266916456746;5.620941073889271
Aprr_79;01/01/2019;A0404;5974;0;1;C;0;0;0;5;1;C;974;5974;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;9170.0;12,3;46.13740901747268;5.534416721761132;46.179473170671564;5.561088773016288
Aprr_80;01/01/2019;A0404;7832;5;1;C;974;5974;0;13;1;C;806;13806;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;9158.0;11,33;46.179473170671564;5.561088773016288;46.2339861322687;5.618192451753432
Aprr_81;01/01/2019;A0404;3350;13;1;C;806;13806;0;17;1;C;156;17156;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;14705.0;5,66;46.2339861322687;5.618192451753432;46.26125018433101;5.634503121968353
Aprr_82;01/01/2019;A0404;1532;17;1;C;156;17156;0;18;1;C;688;18688;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;17940.0;4,9;46.26125018433101;5.634503121968353;46.27060870035924;5.648899751946454
Aprr_83;01/01/2019;A0404;1904;18;1;C;688;18688;0;20;1;C;592;20592;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;17940.0;4,9;46.27060870035924;5.648899751946454;46.28481937087836;5.661976235507218
Aprr_84;01/01/2019;A0406;1150;0;71;C;0;0;0;1;71;C;150;1150;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;4984.0;19,77;46.27741177605961;4.803646643429963;46.27457309880604;4.816117129723251
cd4fim2_section1_Aprr_84;01/01/2019;A0406;1919;1;71;C;150;1150;0;3;1;C;69;3069;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;4984.0;19,77;46.27457309880604;4.816117129723251;46.27193450112171;4.840038084402493
Aprr_85;01/01/2019;A0406;5731;3;1;C;69;3069;0;8;1;C;800;8800;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;10834.0;18,51;46.27193450112171;4.840038084402493;46.29674806091709;4.904043448569205
CONTINUITE_71;01/01/2019;A0410;590;140;74;C;-500;0;0;140;74;C;90;590;0;I;0;ACCROCHE;;;;;;45.986388500736226;6.128129328235642;45.991696196763485;6.127483693152831
Area_18;01/01/2019;A0410;18995;140;74;C;90;590;0;159;74;C;85;19585;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;23684.0;7,37;45.991696196763485;6.127483693152831;46.077149269738236;6.290443377569603
