objetID;dateReferentiel;route;longueur;prD;depPrD;concessionPrD;absD;cumulD;zD;prF;depPrF;concessionPrF;absF;cumulF;zF;cote;voie;accrochage;anneeMesureTrafic;typeComptageTrafic;typeComptageTrafic_lib;TMJA;ratio_PL;latitudeD;longitudeD;latitudeF;longitudeF
TMJ19_3146;01/01/2019;N0094;1827;114;5;N;440;41486;0;116;5;N;270;43313;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;9657.0;68;44.58707987372637;6.51359010259159;44.60020891836997;6.525472131629209
TMJ19_3147;01/01/2019;N0094;1124;116;5;N;270;43313;0;117;5;N;390;44437;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;9657.0;68;44.60020891836997;6.525472131629209;44.609666614516875;6.529233729580836
TMJ19_3148;01/01/2019;N0094;9904;117;5;N;390;44437;0;128;5;N;350;54341;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;9657.0;68;44.609666614516875;6.529233729580836;44.665546170155764;6.614787448425017
TMJ19_3152;01/01/2019;N0094;85;144;5;N;520;69926;0;144;5;N;605;70011;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11863.0;73;44.79426953832052;6.562534892770153;44.79502901098136;6.562554442728841
TMJ19_3153;01/01/2019;N0094;381;144;5;N;605;70011;0;145;5;N;0;70392;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11863.0;73;44.79502901098136;6.562554442728841;44.798120144863994;6.564275838768086
TMJ19_3154;01/01/2019;N0094;1501;145;5;N;0;70392;0;146;5;N;487;71893;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11863.0;73;44.798120144863994;6.564275838768086;44.803529122024884;6.568196582342575
TMJ19_3155;01/01/2019;N0094;914;146;5;N;487;71893;0;147;5;N;452;72807;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11863.0;73;44.803529122024884;6.568196582342575;44.809297104883015;6.574139863369722
TMJ19_3156;01/01/2019;N0094;2528;147;5;N;452;72807;0;150;5;N;0;75335;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11863.0;73;44.809297104883015;6.574139863369722;44.830093352329506;6.582221546774891
TMJ19_3157;01/01/2019;N0094;1737;150;5;N;0;75335;0;152;5;N;120;77072;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11863.0;73;44.830093352329506;6.582221546774891;44.84497888962876;6.582860291170725
TMJ19_3158;01/01/2019;N0094;7108;152;5;N;120;77072;0;159;5;N;79;84180;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11863.0;73;44.84497888962876;6.582860291170725;44.89475855596214;6.630095997126307
TMJ19_3165;01/01/2019;N0094;511;161;5;N;905;87052;0;162;5;N;412;87563;0;I;0;ACCROCHE;2019.0;8.0;Temporaire journalier;8672.0;;44.90148303857853;6.64347186202535;44.90313455546958;6.649178677501012
TMJ19_3166;01/01/2019;N0094;10151;162;5;N;412;87563;0;172;5;N;580;97714;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;6185.0;79;44.90313455546958;6.649178677501012;44.929310056671845;6.719206367483226
TMJ19_3167;01/01/2019;N0094;857;172;5;N;580;97714;0;173;5;N;390;98571;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;3740.0;61;44.929310056671845;6.719206367483226;44.9330444207277;6.728529517027713
TMJ19_3168;01/01/2019;N0094;894;173;5;N;390;98571;0;174;5;N;264;99465;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2361.0;;44.9330444207277;6.728529517027713;44.933501128879215;6.73893465781821
TMJ19_3169;01/01/2019;N0094;72;174;5;N;264;99465;0;174;5;N;336;99537;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2361.0;;44.933501128879215;6.73893465781821;44.93358507986354;6.7398386859294845
TMJ19_3170;01/01/2019;N0094;498;174;5;N;336;99537;0;174;5;N;834;100035;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2361.0;;44.93358507986354;6.7398386859294845;44.93582606622321;6.744742985967728
TMJ19_3171;01/01/2019;N0094;22;174;5;N;834;100035;0;174;5;N;856;100057;0;I;0;ACCROCHE;0.0;;;;;44.93582606622321;6.744742985967728;44.93594967691352;6.744961268721825
TMJ19_3173;01/01/2019;N0100;400;2;30;N;0;0;0;3;30;N;0;400;0;I;0;ACCROCHE;0.0;;;;;43.939751558888844;4.597444312275315;43.9401254359735;4.6024449421259295
TMJ19_3174;01/01/2019;N0100;864;3;30;N;0;400;0;3;30;N;864;1264;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;15260.0;97;43.9401254359735;4.6024449421259295;43.94060485827421;4.613107177518381
TMJ19_3175;01/01/2019;N0100;1434;3;30;N;864;1264;0;5;30;N;305;2698;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;15260.0;97;43.94060485827421;4.613107177518381;43.94722830090752;4.627884171108909
TMJ19_3176;01/01/2019;N0100;2371;5;30;N;305;2698;0;7;30;N;653;5069;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;15260.0;97;43.94722830090752;4.627884171108909;43.95602381747084;4.654375103040969
TMJ19_3177;01/01/2019;N0100;6858;7;30;N;653;5069;0;14;30;N;520;11927;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;20535.0;93;43.95602381747084;4.654375103040969;43.95881812289663;4.731238100190071
TMJ19_3178;01/01/2019;N0100;1379;14;30;N;520;11927;0;15;30;N;900;13306;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;20535.0;93;43.95881812289663;4.731238100190071;43.95803329956722;4.747998088921659
TMJ19_3179;01/01/2019;N0100;1363;15;30;N;900;13306;0;17;30;N;269;14669;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;39695.0;75;43.95803329956722;4.747998088921659;43.95083774874575;4.759552452517801
TMJ19_3185;01/01/2019;N0102;1049;0;7;N;0;3375;0;1;7;N;451;4424;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;14521.0;;44.55202085771539;4.692391193229193;44.55223908634463;4.684839845925381
TMJ19_3186;01/01/2019;N0102;345;1;7;N;451;4424;0;2;7;N;0;4769;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;14521.0;;44.55223908634463;4.684839845925381;44.549737000520736;4.682279236995753
TMJ19_3187;01/01/2019;N0102;1590;2;7;N;0;4769;0;4;7;N;462;6359;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;14521.0;;44.549737000520736;4.682279236995753;44.54327048234397;4.668110811988408
TMJ19_3201;01/01/2019;N0102;611;13;7;N;0;14659;0;14;7;N;150;15270;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.567956407290396;4.589616309055399;44.572033025880124;4.584575523649781
TMJ19_3202;01/01/2019;N0102;1242;14;7;N;150;15270;0;15;7;N;408;16512;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.572033025880124;4.584575523649781;44.58028274886936;4.575230740555303
TMJ19_3203;01/01/2019;N0102;507;15;7;N;408;16512;0;15;7;N;915;17019;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.58028274886936;4.575230740555303;44.58249926956279;4.569845283744115
TMJ19_3204;01/01/2019;N0102;2318;15;7;N;915;17019;0;18;7;N;280;19337;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.58249926956279;4.569845283744115;44.59157431637721;4.544795396567212
TMJ19_3205;01/01/2019;N0102;451;18;7;N;280;19337;0;18;7;N;731;19788;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.59157431637721;4.544795396567212;44.59053728484778;4.539454892954326
TMJ19_3206;01/01/2019;N0102;1426;18;7;N;731;19788;0;20;7;N;209;21214;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.59053728484778;4.539454892954326;44.58082775796556;4.52794601607143
TMJ19_3207;01/01/2019;N0102;761;20;7;N;209;21214;0;20;7;N;970;21975;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.58082775796556;4.52794601607143;44.576678846798096;4.521238444481111
TMJ19_3208;01/01/2019;N0102;764;20;7;N;970;21975;0;21;7;N;760;22739;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.576678846798096;4.521238444481111;44.57321275676593;4.513001667699202
TMJ19_3209;01/01/2019;N0102;431;21;7;N;760;22739;0;22;7;N;345;23170;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.57321275676593;4.513001667699202;44.57149402294732;4.508217948787189
TMJ19_3210;01/01/2019;N0102;1630;22;7;N;345;23170;0;24;7;N;628;24800;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.57149402294732;4.508217948787189;44.56328763293575;4.4951936493877405
TMJ19_3211;01/01/2019;N0102;736;24;7;N;628;24800;0;26;7;N;76;25536;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.56328763293575;4.4951936493877405;44.5636191088861;4.486827645145329
TMJ19_3212;01/01/2019;N0102;676;26;7;N;76;25536;0;26;7;N;752;26212;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.5636191088861;4.486827645145329;44.563447466879005;4.478472940434136
TMJ19_3213;01/01/2019;N0102;665;26;7;N;752;26212;0;27;7;N;406;26877;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.563447466879005;4.478472940434136;44.56297590155965;4.470273840952349
TMJ19_3214;01/01/2019;N0102;805;27;7;N;406;26877;0;28;7;N;345;27682;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.56297590155965;4.470273840952349;44.56722603056163;4.462332985063974
TMJ19_3215;01/01/2019;N0102;327;28;7;N;345;27682;0;29;7;N;0;28009;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;11792.0;240;44.56722603056163;4.462332985063974;44.56957312985699;4.4600228821718515
TMJ19_3216;01/01/2019;N0102;10616;29;7;N;0;28009;0;40;7;N;50;38625;0;I;0;ACCROCHE;0.0;;;;;44.56957312985699;4.4600228821718515;44.624010142382176;4.386685525001084
TMJ19_3217;01/01/2019;N0102;3550;40;7;N;50;38625;0;44;7;N;616;42175;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;17897.0;170;44.624010142382176;4.386685525001084;44.64892788080287;4.3648434414783175
TMJ19_3218;01/01/2019;N0102;1843;44;7;N;616;42175;0;46;7;N;724;44018;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;10840.0;255;44.64892788080287;4.3648434414783175;44.643367596027375;4.345335210242921
TMJ19_3219;01/01/2019;N0102;883;46;7;N;724;44018;0;47;7;N;645;44901;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;10840.0;255;44.643367596027375;4.345335210242921;44.64232515898874;4.335540629708892
TMJ19_3220;01/01/2019;N0102;3325;47;7;N;645;44901;0;50;7;N;971;48226;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;10840.0;255;44.64232515898874;4.335540629708892;44.65646720508001;4.305168783445847
TMJ19_3221;01/01/2019;N0102;445;50;7;N;971;48226;0;51;7;N;418;48671;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;10840.0;255;44.65646720508001;4.305168783445847;44.656891942150224;4.300166586424788
TMJ19_3222;01/01/2019;N0102;2307;51;7;N;418;48671;0;53;7;N;729;50978;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;10840.0;255;44.656891942150224;4.300166586424788;44.66856947961272;4.285779683067213
TMJ19_3223;01/01/2019;N0102;573;53;7;N;729;50978;0;54;7;N;290;51551;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;5313.0;239;44.66856947961272;4.285779683067213;44.66810633934384;4.278754357025381
TMJ19_3224;01/01/2019;N0102;764;54;7;N;290;51551;0;55;7;N;60;52315;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;5313.0;239;44.66810633934384;4.278754357025381;44.67264766269514;4.271754422812173
TMJ19_3225;01/01/2019;N0102;12951;55;7;N;60;52315;0;68;7;N;187;65266;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;5313.0;239;44.67264766269514;4.271754422812173;44.66458535594868;4.123252805261196
TMJ19_3226;01/01/2019;N0102;15787;68;7;N;187;65266;0;84;7;N;161;81053;0;I;0;ACCROCHE;0.0;;;;;44.66458535594868;4.123252805261196;44.72460084526072;4.0075171686500815
TMJ19_3227;01/01/2019;N0102;10941;84;7;N;161;81053;0;95;7;N;0;91994;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;3471.0;377;44.72460084526072;4.0075171686500815;44.76593951395357;3.9150070379059354
TMJ19_3228;01/01/2019;N0102;79;95;7;N;0;91994;0;0;43;N;0;92073;0;I;0;ACCROCHE;0.0;;;;;44.76593951395357;3.9150070379059354;44.76565623583671;3.9141695568111907
TMJ19_3229;01/01/2019;N0102;38009;0;43;N;0;92073;0;56;43;N;300;130082;0;I;0;ACCROCHE;0.0;;;;;44.76565623583671;3.9141695568111907;45.14279962297135;3.56292501284955
TMJ19_3230;01/01/2019;N0102;5672;56;43;N;300;130082;0;61;43;N;890;135754;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;8790.0;222;45.14279962297135;3.56292501284955;45.18038069820499;3.516702726145962
TMJ19_3231;01/01/2019;N0102;528;61;43;N;890;135754;0;62;43;N;491;136282;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;8790.0;222;45.18038069820499;3.516702726145962;45.184361179391836;3.512949565038304
TMJ19_3232;01/01/2019;N0102;3385;62;43;N;491;136282;0;65;43;N;958;139667;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;8790.0;222;45.184361179391836;3.512949565038304;45.21069911850681;3.493655922580588
TMJ19_3233;01/01/2019;N0102;1294;65;43;N;958;139667;0;67;43;N;235;140961;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;8790.0;222;45.21069911850681;3.493655922580588;45.2209395233861;3.4858780853904174
TMJ19_3234;01/01/2019;N0102;6056;67;43;N;235;140961;0;73;43;N;362;147017;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;8790.0;222;45.2209395233861;3.4858780853904174;45.254237182831766;3.4261992625564948
TMJ19_3235;01/01/2019;N0102;1235;73;43;N;362;147017;0;74;43;N;550;148252;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;8790.0;222;45.254237182831766;3.4261992625564948;45.26322628188705;3.418171116295463
TMJ19_3236;01/01/2019;N0102;18080;74;43;N;550;148252;0;93;43;N;430;166332;0;I;0;ACCROCHE;0.0;;;;;45.26322628188705;3.418171116295463;45.37879279822205;3.2796368280015047
TMJ19_3237;01/01/2019;N0104;7854;0;95;N;0;0;0;8;95;N;0;7854;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;42500.0;109;49.07301555414162;2.234554873541878;49.06386166689725;2.3330535496259635
TMJ19_3238;01/01/2019;N0104;5716;8;95;N;0;7854;0;14;95;N;0;13570;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;48100.0;108;49.06386166689725;2.3330535496259635;49.06568305613372;2.406505559112777
TMJ19_3239;01/01/2019;N0104;8026;14;95;N;0;13570;0;22;95;N;0;21596;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;48600.0;119;49.06568305613372;2.406505559112777;49.03154017450657;2.492987730858374
TMJ19_3240;01/01/2019;N0104;2702;22;95;N;0;21596;0;24;95;N;700;24298;0;I;0;ACCROCHE;0.0;;;;;49.03154017450657;2.492987730858374;49.02877885648783;2.5281352338313425
TMJ19_3241;01/01/2019;N0104;450;0;77;N;0;24298;0;0;77;N;450;24748;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;113707.0;126;48.82989693604461;2.6190695279927234;48.826109452080566;2.616498578625958
TMJ19_3242;01/01/2019;N0104;74,1;0;77;N;450;24748;0;0;77;N;524,1;24822,1;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;113707.0;126;48.826109452080566;2.616498578625958;48.82548360425449;2.616082569377663
TMJ19_3243;01/01/2019;N0104;5876,9;0;77;N;524,1;24822,1;0;6;77;N;390;30699;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;113707.0;126;48.82548360425449;2.616082569377663;48.7788572819246;2.6149319038577343
TMJ19_3244;01/01/2019;N0104;263,5;6;77;N;390;30699;0;6;77;N;653,5;30962,5;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;113707.0;126;48.7788572819246;2.6149319038577343;48.77673792409165;2.613337015905542
TMJ19_3245;01/01/2019;N0104;324,5;6;77;N;653,5;30962,5;0;6;77;N;978;31287;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;113707.0;126;48.77673792409165;2.613337015905542;48.77400117238444;2.611873807721598
TMJ19_3246;01/01/2019;N0104;8497;6;77;N;978;31287;0;16;77;N;1;39784;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;131525.0;147;48.77400117238444;2.611873807721598;48.7032148013357;2.5960298856075372
TMJ19_3247;01/01/2019;N0104;3455;16;77;N;1;39784;0;18;77;N;150;43239;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;90463.0;;48.7032148013357;2.5960298856075372;48.675915670442656;2.610177060810715
TMJ19_3248;01/01/2019;N0104;1189;18;77;N;150;43239;0;19;77;N;366;44428;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;90463.0;;48.675915670442656;2.610177060810715;48.665419855930224;2.6129955688908475
TMJ19_3249;01/01/2019;N0104;632;19;77;N;366;44428;0;20;77;N;0;45060;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;88211.0;;48.665419855930224;2.6129955688908475;48.65978199282024;2.6128876529503913
TMJ19_3250;01/01/2019;N0104;6900;20;77;N;0;45060;0;27;77;N;345;51960;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;88211.0;;48.65978199282024;2.6128876529503913;48.6437669135062;2.5350752692093814
TMJ19_3251;01/01/2019;N0104;1775;27;77;N;345;51960;0;29;91;N;0;53735;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;55600.0;;48.6437669135062;2.5350752692093814;48.632128117352735;2.5277605407591843
TMJ19_3252;01/01/2019;N0104;2251;29;91;N;0;53735;0;31;91;N;200;55986;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;129946.0;150;48.632128117352735;2.5277605407591843;48.63188000874654;2.4973308645446237
TMJ19_3253;01/01/2019;N0104;2075,3;31;91;N;200;55986;0;33;91;N;372,3;58061,3;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;138238.0;115;48.63188000874654;2.4973308645446237;48.625215047014954;2.4715219720451436
TMJ19_3254;01/01/2019;N0104;1293,8;33;91;N;372,3;58061,3;0;34;91;N;665,1;59355,1;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;138238.0;115;48.625215047014954;2.4715219720451436;48.61839911932325;2.4575442986023313
TMJ19_3255;01/01/2019;N0104;284,9;34;91;N;665,1;59355,1;0;34;91;N;950;59640;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;138238.0;115;48.61839911932325;2.4575442986023313;48.616378350660966;2.4551841558111676
TMJ19_3256;01/01/2019;N0104;2010;34;91;N;950;59640;0;37;91;N;0;61650;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;110200.0;;48.616378350660966;2.4551841558111676;48.610687141993445;2.433088999006218
TMJ19_3257;01/01/2019;N0104;50;37;91;N;0;61650;0;37;91;N;50;61700;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;110200.0;;48.610687141993445;2.433088999006218;48.61110209736729;2.432843450901834
TMJ19_3258;01/01/2019;N0104;3436;37;91;N;50;61700;0;40;91;N;200;65136;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;69209.0;115;48.61110209736729;2.432843450901834;48.63445619004892;2.4040021443773822
TMJ19_3259;01/01/2019;N0104;440;40;91;N;200;65136;0;40;91;N;640;65576;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;69209.0;115;48.63445619004892;2.4040021443773822;48.63486381863263;2.400946630278077
TMJ19_3260;01/01/2019;N0104;8339;40;91;N;640;65576;0;48;91;N;520;73915;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;88016.0;149;48.63486381863263;2.400946630278077;48.624623206013865;2.300380336102599
TMJ19_3261;01/01/2019;N0104;3035;48;91;N;520;73915;0;51;91;N;0;76950;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;61900.0;107;48.624623206013865;2.300380336102599;48.626290166604605;2.2607842573645365
TMJ19_3262;01/01/2019;N0104;7059;51;91;N;0;76950;0;58;91;N;0;84009;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;61517.0;131;48.626290166604605;2.2607842573645365;48.654268133033014;2.180156815127859
TMJ19_3263;01/01/2019;N0104;787,9;58;91;N;0;84009;0;58;91;N;787,9;84796,9;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;61517.0;131;48.654268133033014;2.180156815127859;48.66011812276406;2.1856177354308324
TMJ19_3264;01/01/2019;N0104;87,1;58;91;N;787,9;84796,9;0;58;91;N;875;84884;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;61517.0;131;48.66011812276406;2.1856177354308324;48.66076091149597;2.186301184128538
TMJ19_3265;01/01/2019;N0104;735;58;91;N;875;84884;0;59;91;N;610;85619;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;61517.0;131;48.66076091149597;2.186301184128538;48.66642041805901;2.191377069529703
TMJ19_3266;01/01/2019;N0105;1872;14;77;N;0;0;0;15;77;N;665;1872;0;I;0;ACCROCHE;0.0;;;;;48.574366551478974;2.6357500092621833;48.559551995524814;2.6458504920052084
TMJ19_3267;01/01/2019;N0106;7393;0;30;N;0;0;0;5;30;N;322;7393;0;I;0;ACCROCHE;0.0;;;;;43.81596984294437;4.341003847701161;43.87301816832059;4.318382268201689
TMJ19_3268;01/01/2019;N0106;178;5;30;N;322;7393;0;5;30;N;500;7571;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29320.0;61;43.87301816832059;4.318382268201689;43.8742129740975;4.316750190397859
TMJ19_3269;01/01/2019;N0106;685;5;30;N;500;7571;0;6;30;N;240;8256;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29320.0;61;43.8742129740975;4.316750190397859;43.87884280332487;4.311302193456629
TMJ19_3270;01/01/2019;N0106;772;6;30;N;240;8256;0;7;30;N;0;9028;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29320.0;61;43.87884280332487;4.311302193456629;43.88367049732416;4.305287029620051
TMJ19_3271;01/01/2019;N0106;997;7;30;N;0;9028;0;8;30;N;0;10025;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29320.0;61;43.88367049732416;4.305287029620051;43.88861005967956;4.29519236291868
TMJ19_3272;01/01/2019;N0106;833;8;30;N;0;10025;0;8;30;N;833;10858;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29320.0;61;43.88861005967956;4.29519236291868;43.89448455166761;4.289586918377413
TMJ19_3273;01/01/2019;N0106;513;8;30;N;833;10858;0;9;30;N;346;11371;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29320.0;61;43.89448455166761;4.289586918377413;43.89889368488351;4.288631591097131
TMJ19_3274;01/01/2019;N0106;3096;9;30;N;346;11371;0;13;30;N;500;14467;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;29320.0;61;43.89889368488351;4.288631591097131;43.917539841800085;4.261365115887543
TMJ19_3275;01/01/2019;N0106;923;13;30;N;500;14467;0;14;30;N;430;15390;0;I;0;ACCROCHE;0.0;;;;;43.917539841800085;4.261365115887543;43.92427305233075;4.254775799841332
TMJ19_3277;01/01/2019;N0106;6531;20;30;N;770;21701;0;27;30;N;300;28232;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;21217.0;27;43.969435019293066;4.215622082395379;44.011781396259906;4.16440930824986
TMJ19_3279;01/01/2019;N0106;6618;39;30;N;707;40595;0;47;30;N;0;47213;0;I;0;ACCROCHE;0.0;;;;;44.10447527121774;4.100893614407398;44.14090780053864;4.079143481747927
TMJ19_3280;01/01/2019;N0106;4767;47;30;N;0;47213;0;51;30;N;779;51980;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;10753.0;24;44.14090780053864;4.079143481747927;44.170330745465066;4.049938408774391
TMJ19_3281;01/01/2019;N0106;1409;51;30;N;779;51980;0;53;30;N;200;53389;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;10753.0;24;44.170330745465066;4.049938408774391;44.1814576753326;4.048846730999448
TMJ19_3282;01/01/2019;N0106;4194;53;30;N;200;53389;0;57;30;N;400;57583;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;10753.0;24;44.1814576753326;4.048846730999448;44.20697496658434;4.0300209103274085
TMJ19_3283;01/01/2019;N0106;2572;57;30;N;400;57583;0;60;30;N;0;60155;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2678.0;80;44.20697496658434;4.0300209103274085;44.22170065581918;4.010857483009991
TMJ19_3284;01/01/2019;N0106;6790;60;30;N;0;60155;0;0;48;N;0;66945;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2678.0;80;44.22170065581918;4.010857483009991;44.25160002072728;3.971875050189775
TMJ19_3290;01/01/2019;N0106;415;23;48;N;0;88623;0;23;48;N;415;89038;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2057.0;294;44.2804108552038;3.7882833018891677;44.28025743473754;3.7833270241219314
TMJ19_3291;01/01/2019;N0106;990;23;48;N;415;89038;0;24;48;N;446;90028;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2057.0;294;44.28025743473754;3.7833270241219314;44.27365655883302;3.776444242774189
TMJ19_3292;01/01/2019;N0106;11880;24;48;N;446;90028;0;37;48;N;418;101908;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2057.0;294;44.27365655883302;3.776444242774189;44.30021834704798;3.6628337825681223
TMJ19_3293;01/01/2019;N0106;275;37;48;N;418;101908;0;37;48;N;693;102183;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2057.0;294;44.30021834704798;3.6628337825681223;44.30250310990691;3.6630193061387226
TMJ19_3294;01/01/2019;N0106;6552;37;48;N;693;102183;0;44;48;N;570;108735;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2057.0;294;44.30250310990691;3.6630193061387226;44.317503868233516;3.5999701272620332
TMJ19_3295;01/01/2019;N0106;90;44;48;N;570;108735;0;44;48;N;660;108825;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;2057.0;294;44.317503868233516;3.5999701272620332;44.31832356008306;3.6001187292754127
TMJ19_3296;01/01/2019;N0106;101;44;48;N;660;108825;0;45;48;N;42;108926;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;4076.0;88;44.31832356008306;3.6001187292754127;44.31922437582243;3.6002969076312454
TMJ19_3297;01/01/2019;N0106;1495;45;48;N;42;108926;0;46;48;N;541;110421;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;4076.0;88;44.31922437582243;3.6002969076312454;44.33078179684482;3.592067268407862
TMJ19_3298;01/01/2019;N0106;158;46;48;N;541;110421;0;46;48;N;699;110579;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;4076.0;88;44.33078179684482;3.592067268407862;44.33185726556412;3.590704862924067
TMJ19_3299;01/01/2019;N0106;1306;46;48;N;699;110579;0;48;48;N;109;111885;0;I;0;ACCROCHE;2019.0;1.0;Permanent horaire;4076.0;88;44.33185726556412;3.590704862924067;44.341786708896315;3.5845573578597287
